"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2022/6/1,"2,712 ","8,660 ","27,248 ","25,061 ","14,490 ","8,165 ","6,846 ","2,535 ","2,254 ","7,939 ","1,346 ","2,680 ","2,215 ","4,898 ","6,879 ","10,316 ","10,375 ","3,539 ","5,904 ","1,990 ","4,999 ","4,850 ","3,583 ","17,236 ","1,939 ","7,072 ","8,554 ","9,749 ","15,317 ","10,030 ","6,439 ","13,989 ","9,910 ","19,879 ","14,708 ","5,743 ","22,873 ","16,614 ","16,651 ","13,006 ","16,328 ","68,476 ","26,468 ","13,813 ","14,189 ","15,337 ","13,101 ","14,827 ","15,052 ","8,096 ","18,983 ","4,482 ","5,055 ","11,640 ","2,350 ","2,468 ","2,442 ","7,807 ","6,388 ","8,374 ","18,015 ","5,872 ","7,980 ","5,236 ","14,948 ","14,805 ","16,483 ","24,073 ","24,326 ","17,730 ","15,738 ","33,338 ","12,436 ","18,901 ","20,457 ","12,550 ","36,528 ","12,606 ","10,096 ","9,730 ","11,561 ","7,742 ","15,860 ","12,951 ","4,705 ","7,703 ","26,053 ","14,460 ","16,438 ","14,891 ","6,053 ","6,885 ","3,785 ","3,452 ","4,474 ","6,548 ","6,502 ","7,218 ","10,815 ","17,771 ","13,869 ","8,428 ","7,911 ","8,463 ","7,571 ","7,913 ","6,457 ","5,793 ","1,003 ","1,677 ","2,946 ","3,412 ","1,874 ","2,662 ","2,085 ","5,186 ","1,631 ","2,631 ","3,540 "
2022/6/2,"3,077 ","8,624 ","27,743 ","26,735 ","15,018 ","8,106 ","6,878 ","2,640 ","2,042 ","7,743 ","1,324 ","2,632 ","2,248 ","5,140 ","7,227 ","9,967 ","9,971 ","2,865 ","5,936 ","1,953 ","4,849 ","5,296 ","3,688 ","16,840 ","1,993 ","7,299 ","8,315 ","10,085 ","14,919 ","9,763 ","6,486 ","14,213 ","10,155 ","19,763 ","14,847 ","5,713 ","22,585 ","16,569 ","16,369 ","12,892 ","16,168 ","88,490 ","28,202 ","14,036 ","14,152 ","16,332 ","13,491 ","15,709 ","15,033 ","7,570 ","19,215 ","4,597 ","5,257 ","11,851 ","2,334 ","2,515 ","2,305 ","7,822 ","6,367 ","8,224 ","17,973 ","5,831 ","8,572 ","5,347 ","14,631 ","14,449 ","16,361 ","26,003 ","24,022 ","17,552 ","15,318 ","34,641 ","12,568 ","19,476 ","22,243 ","13,147 ","39,363 ","12,960 ","10,337 ","9,829 ","14,483 ","7,693 ","17,446 ","13,125 ","4,537 ","7,948 ","25,606 ","13,872 ","16,670 ","14,882 ","5,798 ","6,751 ","3,839 ","3,428 ","4,301 ","6,255 ","6,450 ","7,064 ","10,884 ","17,736 ","14,326 ","8,525 ","7,744 ","8,221 ","7,534 ","7,736 ","6,331 ","5,783 ",939 ,"1,642 ","2,909 ","3,361 ","1,948 ","2,584 ","2,125 ","6,271 ","1,629 ","2,650 ","3,556 "
2022/6/3,"2,078 ","3,763 ","9,451 ","18,690 ","6,052 ","3,737 ","3,403 ","1,827 ","1,132 ","3,400 ",726 ,"1,698 ","2,611 ","3,047 ","5,323 ","2,189 ","2,808 ","1,697 ","3,489 ","1,600 ","2,395 ","2,661 ","1,047 ","7,269 ","1,914 ","5,844 ","4,545 ","5,666 ","6,913 ","6,207 ","4,125 ","10,180 ","5,903 ","10,201 ","5,966 ","1,722 ","12,990 ","9,228 ","8,522 ","7,598 ","3,599 ","59,877 ","22,390 ","6,739 ","7,039 ","10,830 ","9,978 ","9,885 ","9,129 ","3,761 ","9,483 ","2,854 ","2,389 ","7,283 ","2,033 ","1,414 ",764 ,"4,339 ","4,334 ","7,062 ","16,600 ","2,844 ","4,564 ","2,874 ","7,642 ","6,459 ","10,051 ","16,879 ","12,655 ","9,712 ","10,804 ","28,107 ","5,250 ","12,906 ","13,942 ","7,089 ","26,467 ","7,068 ","6,151 ","3,922 ","8,223 ","3,844 ","12,698 ","5,903 ","3,272 ","4,230 ","7,728 ","5,276 ","6,018 ","6,775 ","3,255 ","3,393 ","2,264 ","1,107 ","2,810 ","3,379 ","4,288 ","4,429 ","6,172 ","7,250 ","8,983 ","4,807 ","4,003 ","4,525 ","4,088 ","4,551 ","3,463 ","3,147 ",445 ,"1,101 ","1,535 ","2,209 ",603 ,662 ,943 ,"4,690 ","1,011 ","1,582 ","1,488 "
2022/6/4,"1,262 ","4,281 ","10,574 ","21,417 ","7,462 ","4,376 ","3,826 ","1,979 ","1,418 ","4,090 ",812 ,"1,630 ","3,338 ","3,185 ","6,100 ","2,527 ","3,329 ","1,959 ","4,050 ","2,030 ","2,780 ","3,195 ","1,234 ","8,024 ","2,084 ","6,957 ","5,117 ","6,462 ","8,025 ","6,960 ","4,380 ","11,368 ","6,737 ","11,804 ","8,279 ","2,077 ","14,972 ","10,222 ","9,698 ","8,718 ","4,480 ","55,585 ","25,957 ","7,791 ","7,991 ","12,874 ","13,001 ","12,193 ","10,591 ","4,780 ","11,193 ","3,395 ","2,798 ","8,511 ","2,647 ","1,663 ",976 ,"4,955 ","4,905 ","8,533 ","20,269 ","3,272 ","4,812 ","2,974 ","8,521 ","7,909 ","11,754 ","17,523 ","14,603 ","10,739 ","12,213 ","33,193 ","6,014 ","14,755 ","16,136 ","9,158 ","28,287 ","7,848 ","6,964 ","4,277 ","8,227 ","4,576 ","14,562 ","6,734 ","5,970 ","4,884 ","8,847 ","6,416 ","6,703 ","7,512 ","3,449 ","4,503 ","2,582 ","1,237 ","3,520 ","3,909 ","4,932 ","5,275 ","6,705 ","8,517 ","9,955 ","5,296 ","4,684 ","5,164 ","4,694 ","5,325 ","3,815 ","3,589 ",566 ,"1,245 ","1,658 ","2,392 ",698 ,734 ,"1,032 ","4,004 ","1,144 ","1,815 ","1,700 "
2022/6/5,"1,509 ","3,875 ","9,048 ","17,772 ","6,158 ","4,138 ","3,685 ","2,160 ","1,394 ","3,948 ",760 ,"1,486 ","3,497 ","3,335 ","5,521 ","2,697 ","3,352 ","1,980 ","4,108 ","2,116 ","2,464 ","3,100 ","1,177 ","7,418 ","2,096 ","6,734 ","4,935 ","6,334 ","7,721 ","6,923 ","4,600 ","11,993 ","6,661 ","10,591 ","6,875 ","2,167 ","14,576 ","9,852 ","9,318 ","8,184 ","3,548 ","54,903 ","22,555 ","6,823 ","8,391 ","11,962 ","12,825 ","11,364 ","9,768 ","4,059 ","10,901 ","3,026 ","2,439 ","8,579 ","2,315 ","1,519 ",843 ,"4,753 ","4,129 ","6,430 ","19,311 ","3,335 ","4,618 ","2,894 ","8,263 ","6,775 ","10,371 ","16,338 ","13,723 ","10,280 ","10,950 ","29,118 ","5,380 ","12,632 ","12,518 ","7,951 ","25,613 ","7,649 ","6,806 ","4,439 ","7,338 ","4,701 ","12,887 ","6,068 ","5,636 ","4,539 ","7,425 ","5,710 ","6,463 ","6,665 ","3,496 ","4,043 ","2,394 ","1,137 ","3,175 ","3,391 ","4,438 ","4,835 ","6,033 ","7,657 ","9,226 ","4,646 ","4,211 ","4,646 ","4,285 ","4,894 ","3,435 ","3,187 ",581 ,"1,308 ","1,772 ","2,463 ",621 ,796 ,931 ,"4,104 ",971 ,"1,867 ","1,761 "
2022/6/6,"2,711 ","9,013 ","28,372 ","24,392 ","17,043 ","8,751 ","7,646 ","2,885 ","2,274 ","9,154 ","1,397 ","3,177 ","2,187 ","5,309 ","7,187 ","10,840 ","11,685 ","3,981 ","6,394 ","2,056 ","5,479 ","5,778 ","4,066 ","18,434 ","2,474 ","7,540 ","9,230 ","10,877 ","16,250 ","10,259 ","7,091 ","14,941 ","10,970 ","20,879 ","15,028 ","6,326 ","24,765 ","18,015 ","17,886 ","13,745 ","17,150 ","69,432 ","25,422 ","14,195 ","15,433 ","16,004 ","13,309 ","16,066 ","15,246 ","8,718 ","20,732 ","5,016 ","5,422 ","12,892 ","2,719 ","2,565 ","1,735 ","6,829 ","6,642 ","8,716 ","18,494 ","6,092 ","8,331 ","5,266 ","15,279 ","15,661 ","16,504 ","25,314 ","25,320 ","18,279 ","15,996 ","33,539 ","13,053 ","19,388 ","20,466 ","12,805 ","38,353 ","14,373 ","11,143 ","10,300 ","12,632 ","8,300 ","17,881 ","13,427 ","4,961 ","7,688 ","26,357 ","14,896 ","17,392 ","14,857 ","6,355 ","6,818 ","3,930 ","3,567 ","4,667 ","7,145 ","7,063 ","7,755 ","11,792 ","18,530 ","14,069 ","9,408 ","8,680 ","8,957 ","8,830 ","8,511 ","6,647 ","6,194 ","1,067 ","1,885 ","3,183 ","3,597 ","1,958 ","2,713 ","2,314 ","5,353 ","1,563 ","2,881 ","3,748 "
2022/6/7,"2,553 ","9,500 ","29,419 ","25,396 ","17,000 ","9,082 ","7,872 ","2,808 ","2,471 ","8,919 ","1,440 ","3,092 ","1,909 ","5,284 ","7,462 ","11,179 ","11,956 ","4,282 ","6,599 ","2,006 ","5,457 ","5,837 ","4,289 ","19,340 ","2,405 ","7,275 ","9,103 ","10,836 ","16,154 ","10,393 ","7,101 ","15,181 ","11,293 ","21,853 ","16,096 ","6,467 ","24,785 ","18,458 ","18,059 ","13,742 ","17,278 ","68,702 ","26,346 ","14,330 ","14,834 ","16,183 ","13,090 ","15,815 ","15,187 ","8,726 ","20,332 ","4,983 ","5,417 ","12,259 ","2,809 ","2,640 ","2,477 ","8,117 ","6,613 ","8,499 ","17,256 ","6,099 ","8,164 ","5,165 ","15,190 ","16,304 ","16,576 ","25,424 ","25,332 ","18,733 ","15,997 ","34,428 ","13,882 ","19,991 ","21,845 ","13,374 ","39,272 ","15,127 ","11,009 ","10,586 ","13,439 ","8,351 ","18,790 ","13,755 ","4,918 ","7,918 ","27,812 ","15,287 ","17,548 ","15,069 ","6,255 ","7,008 ","3,841 ","3,642 ","4,696 ","7,416 ","7,176 ","7,832 ","12,071 ","18,859 ","14,731 ","9,405 ","8,672 ","9,060 ","8,769 ","8,537 ","6,810 ","6,260 ","1,140 ","1,918 ","3,305 ","3,691 ","2,006 ","2,889 ","2,374 ","5,241 ","1,623 ","2,861 ","3,797 "
2022/6/8,"2,751 ","9,690 ","30,458 ","26,360 ","17,336 ","9,359 ","7,746 ","2,902 ","2,370 ","8,900 ","1,488 ","3,075 ","1,936 ","5,560 ","7,338 ","11,661 ","11,971 ","3,933 ","6,553 ","1,993 ","5,577 ","5,686 ","4,158 ","19,349 ","2,407 ","7,300 ","9,330 ","10,906 ","16,385 ","10,709 ","7,194 ","15,342 ","11,687 ","22,606 ","16,738 ","6,557 ","25,346 ","18,290 ","18,452 ","13,984 ","17,018 ","70,046 ","28,043 ","14,773 ","15,171 ","16,410 ","13,104 ","15,887 ","15,394 ","8,384 ","20,973 ","5,040 ","5,471 ","12,251 ","2,858 ","2,571 ","2,458 ","8,243 ","6,598 ","8,381 ","17,185 ","6,078 ","8,258 ","5,437 ","15,341 ","16,262 ","16,794 ","26,450 ","26,039 ","18,788 ","16,146 ","35,314 ","14,248 ","20,475 ","22,046 ","14,105 ","39,586 ","14,987 ","11,282 ","10,677 ","12,974 ","8,334 ","16,462 ","14,007 ","4,938 ","7,987 ","28,379 ","15,737 ","18,147 ","15,681 ","6,446 ","7,302 ","4,107 ","3,755 ","4,828 ","7,429 ","7,369 ","8,134 ","12,331 ","19,319 ","15,645 ","9,578 ","8,820 ","9,299 ","8,866 ","8,776 ","6,800 ","6,331 ","1,088 ","1,903 ","3,304 ","3,789 ","2,060 ","2,890 ","2,391 ","5,375 ","1,735 ","2,979 ","3,831 "
2022/6/9,"2,982 ","9,545 ","30,030 ","27,285 ","17,982 ","8,966 ","7,787 ","2,765 ","2,368 ","8,781 ","1,442 ","2,962 ","2,120 ","5,409 ","7,483 ","11,336 ","11,890 ","3,824 ","6,602 ","2,124 ","5,532 ","5,574 ","4,301 ","19,213 ","2,453 ","7,689 ","9,397 ","11,197 ","16,221 ","10,588 ","7,183 ","15,688 ","11,423 ","21,910 ","15,960 ","6,614 ","25,113 ","18,307 ","18,042 ","13,920 ","17,019 ","71,854 ","29,018 ","14,616 ","15,950 ","16,693 ","13,690 ","16,571 ","16,031 ","8,391 ","20,710 ","5,047 ","5,573 ","12,659 ","2,961 ","2,660 ","2,564 ","8,626 ","6,788 ","8,686 ","18,251 ","6,051 ","8,314 ","5,493 ","15,428 ","15,991 ","17,108 ","25,653 ","25,607 ","18,894 ","16,718 ","35,866 ","13,983 ","20,994 ","22,794 ","13,912 ","40,007 ","14,649 ","11,054 ","10,591 ","13,031 ","8,474 ","16,616 ","13,917 ","5,087 ","8,243 ","28,061 ","15,517 ","17,808 ","15,604 ","6,290 ","8,609 ","4,287 ","3,726 ","4,896 ","7,200 ","7,127 ","8,007 ","12,288 ","19,460 ","15,268 ","9,399 ","8,717 ","9,104 ","8,610 ","8,602 ","6,880 ","6,225 ","1,050 ","1,859 ","3,228 ","3,631 ","2,058 ","2,855 ","2,312 ","5,401 ","1,730 ","2,815 ","3,855 "
2022/6/10,"3,005 ","9,932 ","32,139 ","31,257 ","18,063 ","10,427 ","8,268 ","2,894 ","2,592 ","9,080 ","1,514 ","3,028 ","2,461 ","5,746 ","8,632 ","11,294 ","12,056 ","4,025 ","7,054 ","2,259 ","5,751 ","5,793 ","4,263 ","19,085 ","2,640 ","7,927 ","9,537 ","11,428 ","17,524 ","11,522 ","7,579 ","17,490 ","12,411 ","23,268 ","16,928 ","6,897 ","26,041 ","18,848 ","18,630 ","14,554 ","17,834 ","89,250 ","34,458 ","15,877 ","16,258 ","18,625 ","15,201 ","17,816 ","17,020 ","9,000 ","22,036 ","5,241 ","5,791 ","13,572 ","2,999 ","2,791 ","2,590 ","8,866 ","7,342 ","9,275 ","20,177 ","6,368 ","9,179 ","5,726 ","16,096 ","16,310 ","18,593 ","28,935 ","27,291 ","19,999 ","17,827 ","42,605 ","15,209 ","23,425 ","25,895 ","15,674 ","45,664 ","15,577 ","12,140 ","10,964 ","14,725 ","9,125 ","19,037 ","14,899 ","5,552 ","9,139 ","29,350 ","16,141 ","18,393 ","16,724 ","6,547 ","8,303 ","4,413 ","3,780 ","4,948 ","7,334 ","7,782 ","8,667 ","13,073 ","20,641 ","16,628 ","9,979 ","9,027 ","9,471 ","9,061 ","9,006 ","7,145 ","6,552 ","1,145 ","2,001 ","3,307 ","3,850 ","2,162 ","2,973 ","2,380 ","6,436 ","1,846 ","3,063 ","3,954 "
