"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,BL板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,十四張,秀朗橋,景平,中和,橋和,中原,板新,Y板橋,新埔民生,幸福,新北產業園區
2022/9/1,"3,894 ","12,085 ","37,929 ","35,173 ","21,905 ","11,031 ","9,570 ","3,401 ","2,846 ","10,890 ","1,771 ","3,665 ","2,893 ","7,057 ","9,060 ","14,269 ","15,512 ","5,084 ","8,255 ","2,486 ","6,855 ","7,500 ","5,789 ","23,162 ","3,234 ","9,283 ","11,279 ","13,315 ","20,396 ","12,911 ","8,515 ","20,770 ","14,254 ","27,225 ","20,240 ","7,924 ","30,771 ","22,461 ","21,941 ","16,845 ","19,996 ","103,820 ","36,351 ","17,716 ","19,338 ","22,023 ","18,315 ","20,805 ","19,235 ","10,916 ","24,855 ","6,061 ","7,129 ","15,782 ","3,665 ","3,148 ","2,863 ","10,785 ","8,274 ","10,821 ","23,487 ","7,632 ","10,848 ","6,938 ","19,537 ","20,206 ","21,669 ","32,859 ","31,512 ","23,562 ","20,165 ","45,434 ","18,316 ","26,542 ","28,168 ","17,356 ","53,055 ","17,900 ","13,540 ","13,164 ","17,759 ","10,917 ","23,516 ","17,062 ","6,092 ","10,079 ","33,974 ","19,758 ","22,268 ","19,346 ","8,544 ","9,764 ","5,141 ","4,444 ","6,000 ","9,093 ","8,686 ","10,221 ","14,861 ","23,837 ","19,124 ","11,955 ","10,961 ","11,316 ","10,736 ","10,365 ","8,860 ","7,827 ","1,320 ","2,290 ","3,722 ","4,122 ","2,281 ","3,402 ","2,761 ","6,956 ","1,955 ","3,468 ","4,647 "
2022/9/2,"3,697 ","12,381 ","38,992 ","37,984 ","21,806 ","11,429 ","9,878 ","3,515 ","2,798 ","10,835 ","1,631 ","3,481 ","2,575 ","6,568 ","9,632 ","13,694 ","15,052 ","4,930 ","8,231 ","2,386 ","6,793 ","7,479 ","5,963 ","23,289 ","3,163 ","9,035 ","11,121 ","13,299 ","20,731 ","13,005 ","8,719 ","21,630 ","14,309 ","27,256 ","20,172 ","7,739 ","30,853 ","22,306 ","22,019 ","16,669 ","20,044 ","116,353 ","38,925 ","18,430 ","19,545 ","21,572 ","18,145 ","19,698 ","19,048 ","10,891 ","24,476 ","5,994 ","6,991 ","14,842 ","3,727 ","3,127 ","2,639 ","9,899 ","7,609 ","9,920 ","21,948 ","7,538 ","11,107 ","6,861 ","19,161 ","19,462 ","21,618 ","35,526 ","31,682 ","23,225 ","19,907 ","47,977 ","18,687 ","27,128 ","30,293 ","18,763 ","56,459 ","18,554 ","13,817 ","12,507 ","19,131 ","10,445 ","26,777 ","17,985 ","6,034 ","10,206 ","35,708 ","20,264 ","22,592 ","19,335 ","10,152 ","9,803 ","5,448 ","4,501 ","6,215 ","9,338 ","9,132 ","10,223 ","15,600 ","24,811 ","19,456 ","11,829 ","10,645 ","11,291 ","10,977 ","10,710 ","8,796 ","7,638 ","1,277 ","2,359 ","3,933 ","4,513 ","2,416 ","3,412 ","2,932 ","8,239 ","2,139 ","3,681 ","4,823 "
2022/9/3,"1,956 ","5,616 ","16,314 ","29,121 ","10,372 ","6,435 ","5,089 ","2,320 ","1,514 ","5,527 ",916 ,"1,675 ","1,658 ","4,019 ","7,368 ","3,295 ","4,348 ","2,357 ","5,020 ","1,749 ","3,351 ","4,051 ","1,694 ","9,669 ","2,738 ","5,678 ","6,357 ","7,947 ","10,704 ","8,831 ","5,819 ","15,366 ","9,363 ","17,735 ","10,650 ","2,611 ","18,919 ","13,219 ","12,297 ","10,593 ","6,041 ","84,090 ","31,653 ","11,057 ","9,482 ","13,179 ","12,603 ","13,587 ","11,346 ","5,674 ","12,876 ","3,682 ","3,314 ","8,267 ","2,822 ","1,792 ",988 ,"4,525 ","4,433 ","5,611 ","13,643 ","3,817 ","5,554 ","3,915 ","10,658 ","10,048 ","14,648 ","23,262 ","18,818 ","14,044 ","14,417 ","39,273 ","10,054 ","19,719 ","20,323 ","11,640 ","35,325 ","10,479 ","8,617 ","7,260 ","11,270 ","4,498 ","20,396 ","8,853 ","4,664 ","6,122 ","12,808 ","12,018 ","9,682 ","8,645 ","4,973 ","5,001 ","3,116 ","1,626 ","3,618 ","5,006 ","6,159 ","5,949 ","9,056 ","11,748 ","13,225 ","6,209 ","5,712 ","6,524 ","6,136 ","6,458 ","4,331 ","4,097 ",595 ,"1,570 ","2,285 ","3,044 ",930 ,896 ,"1,401 ","5,355 ","1,225 ","2,071 ","2,366 "
2022/9/4,"1,903 ","4,497 ","12,392 ","22,941 ","7,786 ","4,924 ","4,107 ","1,989 ","1,347 ","5,058 ",686 ,"1,393 ","1,644 ","3,547 ","6,055 ","2,664 ","3,547 ","2,132 ","4,226 ","1,259 ","3,064 ","3,312 ","1,324 ","8,290 ","2,613 ","5,308 ","5,728 ","7,275 ","9,297 ","7,879 ","5,554 ","16,707 ","8,348 ","13,174 ","8,734 ","2,242 ","16,669 ","11,464 ","10,774 ","9,438 ","4,909 ","79,187 ","28,827 ","7,645 ","8,922 ","11,779 ","11,320 ","11,786 ","10,722 ","4,423 ","11,001 ","3,161 ","2,542 ","8,177 ","2,414 ","1,721 ",864 ,"4,264 ","4,092 ","5,583 ","14,591 ","3,468 ","5,021 ","3,393 ","9,354 ","7,800 ","12,613 ","20,457 ","16,574 ","12,034 ","12,579 ","34,989 ","8,111 ","17,926 ","15,384 ","9,711 ","31,257 ","8,592 ","7,400 ","5,042 ","9,111 ","4,115 ","18,714 ","7,019 ","3,991 ","5,023 ","10,132 ","6,884 ","7,926 ","7,783 ","5,664 ","4,274 ","2,756 ","1,308 ","3,114 ","4,092 ","5,162 ","5,451 ","7,206 ","9,431 ","11,188 ","5,110 ","4,855 ","5,704 ","5,139 ","5,557 ","4,012 ","3,833 ",560 ,"1,418 ","2,039 ","2,828 ",756 ,861 ,"1,178 ","5,055 ","1,144 ","1,879 ","2,194 "
2022/9/5,"3,910 ","11,736 ","35,713 ","33,484 ","21,484 ","11,615 ","9,315 ","3,429 ","2,820 ","11,266 ","1,790 ","3,843 ","3,318 ","8,852 ","9,160 ","14,088 ","15,415 ","5,003 ","7,934 ","2,683 ","7,796 ","7,382 ","5,478 ","23,385 ","3,121 ","9,472 ","11,464 ","13,788 ","21,447 ","13,314 ","8,574 ","24,723 ","13,740 ","27,447 ","19,557 ","9,582 ","30,622 ","22,403 ","22,183 ","16,978 ","20,755 ","100,494 ","35,485 ","18,181 ","19,981 ","22,487 ","20,774 ","22,830 ","19,316 ","11,438 ","26,814 ","5,959 ","7,099 ","16,553 ","3,532 ","3,445 ","2,906 ","13,289 ","8,727 ","11,089 ","27,070 ","7,783 ","11,190 ","7,013 ","19,691 ","21,126 ","21,921 ","32,470 ","32,610 ","23,337 ","20,695 ","45,724 ","17,627 ","26,810 ","26,953 ","16,642 ","50,855 ","17,710 ","13,719 ","13,023 ","16,915 ","11,197 ","25,265 ","16,640 ","6,221 ","9,926 ","33,540 ","18,931 ","21,854 ","19,657 ","14,608 ","11,671 ","5,550 ","4,494 ","6,153 ","9,113 ","8,884 ","10,382 ","14,498 ","24,489 ","18,278 ","12,014 ","11,094 ","11,380 ","10,753 ","10,478 ","9,716 ","8,095 ","1,403 ","2,222 ","3,760 ","4,336 ","2,302 ","3,399 ","2,803 ","6,982 ","2,206 ","3,566 ","4,579 "
2022/9/6,"3,601 ","12,497 ","38,491 ","36,148 ","22,595 ","12,293 ","9,844 ","3,475 ","2,879 ","11,117 ","1,814 ","3,837 ","3,315 ","9,051 ","9,777 ","15,183 ","16,048 ","5,230 ","8,336 ","2,602 ","7,913 ","7,832 ","5,980 ","23,910 ","3,022 ","9,762 ","11,680 ","14,067 ","21,659 ","13,961 ","8,715 ","25,277 ","14,419 ","28,880 ","21,351 ","9,894 ","31,799 ","23,391 ","22,573 ","17,483 ","21,648 ","103,077 ","37,328 ","18,717 ","20,661 ","24,026 ","21,819 ","23,711 ","20,949 ","11,863 ","26,972 ","6,283 ","7,531 ","17,194 ","3,747 ","3,389 ","2,980 ","13,356 ","8,859 ","11,211 ","26,523 ","7,885 ","11,411 ","7,159 ","20,372 ","21,719 ","22,594 ","33,896 ","33,517 ","24,150 ","21,556 ","47,104 ","19,116 ","27,278 ","28,852 ","17,861 ","53,051 ","18,810 ","14,055 ","13,257 ","17,548 ","11,513 ","22,518 ","17,477 ","6,307 ","10,164 ","35,524 ","20,595 ","22,994 ","20,199 ","14,652 ","10,324 ","5,395 ","4,623 ","6,426 ","9,515 ","8,934 ","10,301 ","15,062 ","24,895 ","20,195 ","12,175 ","11,495 ","11,667 ","11,068 ","10,805 ","9,854 ","8,251 ","1,390 ","2,263 ","3,861 ","4,478 ","2,508 ","3,536 ","3,018 ","7,174 ","2,307 ","3,669 ","4,726 "
2022/9/7,"3,755 ","12,373 ","37,372 ","36,013 ","22,131 ","11,715 ","9,692 ","3,420 ","2,949 ","11,326 ","1,896 ","3,887 ","3,400 ","9,062 ","9,707 ","14,863 ","15,794 ","5,060 ","8,366 ","2,677 ","7,962 ","7,718 ","5,748 ","24,266 ","2,976 ","9,921 ","11,686 ","13,950 ","21,466 ","13,987 ","8,824 ","25,071 ","14,532 ","28,845 ","21,073 ","9,641 ","31,384 ","23,029 ","22,669 ","17,577 ","21,353 ","111,610 ","38,338 ","18,625 ","20,550 ","23,923 ","21,904 ","23,654 ","20,493 ","11,875 ","27,267 ","6,259 ","7,538 ","17,528 ","3,831 ","3,406 ","3,078 ","13,372 ","8,893 ","11,425 ","27,289 ","7,744 ","11,559 ","7,316 ","20,563 ","21,763 ","23,005 ","34,843 ","33,220 ","24,492 ","21,493 ","47,597 ","19,262 ","27,272 ","28,852 ","17,946 ","53,243 ","18,572 ","13,989 ","13,087 ","18,355 ","11,547 ","22,713 ","17,672 ","6,703 ","10,255 ","34,799 ","20,374 ","22,577 ","20,576 ","14,346 ","10,205 ","5,562 ","4,516 ","6,476 ","9,668 ","8,939 ","10,399 ","15,147 ","24,862 ","19,982 ","12,375 ","11,763 ","11,651 ","11,119 ","10,685 ","10,492 ","8,031 ","1,395 ","2,339 ","3,814 ","4,370 ","2,361 ","3,425 ","2,866 ","7,626 ","2,223 ","3,514 ","4,676 "
2022/9/8,"4,115 ","12,350 ","38,024 ","38,767 ","22,260 ","12,507 ","9,671 ","3,388 ","2,820 ","10,976 ","1,844 ","3,764 ","3,580 ","8,923 ","10,531 ","13,916 ","15,461 ","5,202 ","8,495 ","2,825 ","7,853 ","7,634 ","5,482 ","23,784 ","3,117 ","10,412 ","11,866 ","14,302 ","21,683 ","13,814 ","8,844 ","25,292 ","14,100 ","28,636 ","20,965 ","9,538 ","31,459 ","22,822 ","22,390 ","17,642 ","20,847 ","147,782 ","41,200 ","19,285 ","20,746 ","25,343 ","22,551 ","24,686 ","20,728 ","11,705 ","26,405 ","6,309 ","7,486 ","17,552 ","3,892 ","3,439 ","2,965 ","12,945 ","8,871 ","11,443 ","28,513 ","8,310 ","13,069 ","7,304 ","20,877 ","21,392 ","23,744 ","38,712 ","32,636 ","24,021 ","21,902 ","52,176 ","20,514 ","27,991 ","30,690 ","18,597 ","58,535 ","18,518 ","14,129 ","13,417 ","23,870 ","11,662 ","23,612 ","17,809 ","6,526 ","10,757 ","34,931 ","19,768 ","22,481 ","20,706 ","14,122 ","10,582 ","5,640 ","4,493 ","6,714 ","9,464 ","9,190 ","10,933 ","15,319 ","24,688 ","20,708 ","12,401 ","11,603 ","11,634 ","11,029 ","10,785 ","10,595 ","8,151 ","1,403 ","2,387 ","3,754 ","4,606 ","2,476 ","3,430 ","2,908 ","10,396 ","2,230 ","3,737 ","4,723 "
2022/9/9,"2,490 ","5,920 ","14,860 ","30,413 ","9,360 ","6,660 ","5,413 ","2,926 ","1,698 ","6,153 ","1,228 ","2,369 ","6,008 ","3,737 ","8,087 ","3,311 ","4,286 ","2,640 ","5,675 ","2,596 ","3,792 ","4,161 ","1,714 ","11,756 ","2,740 ","9,169 ","7,417 ","8,879 ","12,077 ","9,580 ","6,208 ","15,903 ","8,637 ","15,553 ","11,361 ","2,628 ","21,013 ","14,523 ","14,074 ","11,950 ","5,613 ","119,255 ","35,402 ","13,518 ","10,928 ","19,402 ","18,932 ","17,755 ","14,189 ","7,366 ","15,263 ","4,662 ","4,861 ","12,224 ","3,982 ","2,567 ","1,870 ","7,112 ","6,999 ","14,558 ","36,052 ","4,902 ","8,296 ","4,967 ","13,056 ","11,837 ","17,316 ","29,650 ","20,361 ","14,905 ","17,616 ","48,173 ","8,523 ","21,094 ","21,926 ","12,771 ","42,166 ","10,583 ","9,750 ","7,672 ","16,258 ","6,943 ","18,754 ","9,638 ","5,477 ","7,005 ","12,922 ","8,538 ","9,931 ","11,224 ","5,171 ","6,324 ","3,557 ","1,768 ","4,989 ","5,457 ","6,834 ","7,364 ","9,088 ","12,316 ","14,452 ","7,457 ","6,942 ","7,456 ","6,783 ","7,253 ","5,765 ","5,216 ",724 ,"1,691 ","2,306 ","3,375 ",986 ,"1,123 ","1,389 ","8,273 ","1,427 ","2,458 ","2,567 "
2022/9/10,"1,784 ","5,306 ","13,609 ","25,947 ","8,182 ","5,915 ","4,878 ","2,678 ","1,546 ","4,783 ","1,026 ","2,200 ","7,191 ","3,480 ","7,988 ","2,879 ","3,758 ","2,570 ","5,217 ","2,768 ","3,370 ","4,019 ","1,766 ","10,356 ","2,725 ","9,535 ","6,917 ","8,194 ","10,217 ","9,239 ","5,851 ","14,769 ","7,614 ","13,542 ","9,897 ","2,235 ","19,306 ","13,055 ","12,503 ","11,518 ","4,564 ","87,203 ","31,767 ","9,525 ","9,372 ","18,532 ","18,177 ","15,683 ","13,396 ","5,271 ","13,765 ","4,184 ","3,781 ","10,909 ","3,691 ","2,258 ","1,103 ","6,177 ","5,662 ","9,966 ","29,594 ","4,518 ","6,870 ","4,286 ","11,567 ","8,896 ","15,107 ","24,444 ","18,092 ","13,070 ","18,165 ","47,109 ","7,974 ","19,707 ","18,354 ","11,168 ","36,804 ","9,181 ","8,886 ","6,254 ","11,396 ","6,699 ","18,121 ","8,267 ","6,782 ","7,609 ","10,814 ","11,912 ","8,514 ","10,603 ","4,244 ","5,715 ","3,349 ","1,572 ","4,494 ","4,837 ","6,288 ","6,972 ","7,994 ","10,528 ","13,071 ","6,618 ","6,352 ","6,671 ","6,170 ","6,688 ","5,332 ","4,741 ",595 ,"1,666 ","2,230 ","3,213 ",853 ,"1,020 ","1,282 ","6,201 ","1,280 ","2,402 ","2,366 "
